㒵	かお
軫	しん,よこぎ
軭	きょう,ごう,とどこお
軮	おう,ふく
軰	はい,ばら,やから,やかい
軱	こ,く,おおぼね
軷	はつ,ばち,はい
軸	じく
軹	し,き,しん,あな,じくがしら
軺	よう,しょう,ちょう
軻	か
軼	いつ,てつ,すぎ
軽	けい,きょう,きん,かる,かろ
軾	しょく,しき,しきみ
輀	じ,ひつぎぐるま
輂	きょく,こく
較	かく,こう,くら
輅	ろ,くるま
輇	せん,ちゅん,けん
輈	ちゅう,ちゅ,しゅう,しゅ
載	さい,の
輊	ち
輌	りょう
輏	ゆう,ゆ,かる
輐	かん,まる
輒	ちょう,すなわち,わきぎ
輓	ばん,おそ,ひ
輔	ほ,ふ,たす
輕	けい,かる,かろ
輖	しゅう,しゅ
輗	げい,ぎ,くさび
輘	りょう,ろう,ひきつぶ
輙	ちょう,すなわち,わきぎ
輛	りょう
輜	し,こにだ,ほろぐるま,にぐるま
輝	き,かがや
輞	ぼう,もう,わ
輟	てつ,や
輠	か,わ,が,げ,あぶらつぼ
輡	かん,こん
輣	ほう,びょう,ぼう,いくさぐるま
輥	こん,まわる
輦	れん,たごし,てぐるま
輧	びょう,へい,あつ,かく
輨	かん,おお
輩	はい,ばら,やから,やかい,ともがら
輪	りん,わ
輬	りょう,ねぐるま
輭	ぜん,ねん,なん,ねぐるま
輮	じゅう,にゅ,おおわ
輯	しゅう,あつ,やわ
輳	そう,あつ
輴	ちゅん
輵	かつ,かち,あつ,えち
輶	ゆう,ゆ,かる
輷	こう,とどろ
輸	ゆ,しゅ
輹	ふく,とこしばり
輺	し,こにだ,ほろぐるま,にぐるま
輻	ふく,や
輾	てん,ねん,きし,めぐ
輿	よ,かご,こし
轀	おん,うん
轁	とう,ゆぶくろ,ゆみぶくろ,つつ
轂	こく,こしき
轃	しん,せん
轄	かつ,くさび
轅	えん,ながえ
轆	ろく,ころ
轇	こう,きょう,とおくながい
轉	てん,ころ,まろ,うたた,うつ
轌	そり
轍	てつ,わだちい,わだち
轎	きょう,かご
轏	さん,ぜん
轑	ろう,りょう,たわ
轒	ふん
轓	はん,ほん,へん
轔	りん,ひび
轕	かつ,かち,けち,かしま
轗	かん,こん
轘	かん,けん,くるまざき
轜	じ,ひつぎぐるま,じしゃ
轝	よ,こし
轞	かん,げん,ひび
轟	ごう,こう,とどろ
轡	ひ,くつわ,たづな
轢	れき,ひ,きし
轣	れき
轤	ろ
轥	りん,ふみにじ
辛	しん,から,つら,づら,かのと
辜	こ,つみ
辝	じ,や
辞	じ,や,いな
辟	へき,ひ,きみ,ひら,め
辠	さい,せ,つみ,そしる
辡	へん,うった
辣	らつ,から
辤	じ,や
辥	せつ,せち,つみ
辦	はん,つと
辧	べん,へん,わきま,わ,はなびら,あらそ
辨	べん,へん,わきま,わ,はなびら,あらそ
辭	じ,や
辮	べん,へん,あ
辯	べん,へん,わきま,わ,はなびら,あらそ
辰	しん,じん,たつ
辱	じょく,はずかし
農	のう
辵	ちゃく
辶	ちゃく
辷	すべ
辸	しょう,にょう,ゆ,およ
辺	へん,あた,ほと,べ
辻	つじ
込	こ
达	たつ,たち,てい,たい,なめ,すべ
辿	てん,たど,たどり
迀	かん,もと,すす,さえぎ
迁	せん,うつ,みやこがえ
迂	う
迄	きつ,まで,およ
迅	じん
迆	い,た,な
迊	そう,めぐ
迋	おう,ゆ,あざむ
迍	ちゅん,とん
迎	げい,むか
运	うん,はし
近	きん,こん,ちか
迒	こう,あしあと
迓	が,げ,ぎょ,ご,むか
返	へん,かえ
迕	ご,であ
迚	とても
迠	しょう,ちょう,ゆ
迢	ちょ,ちょう
迣	せい,てい,れい,さえぎ
迤	い,た,な
迥	けい,ぎょう,はるか
迦	か,け
迨	たい,いた
迩	じ,に,ちか
迪	てき,みち,みちび,すす,いた
迫	はく,せま
迭	てつ
迮	さく,しゃく,た
迯	とう,に,のが
述	じゅつ,の
迱	た,い,ゆ
迴	かい,え
迵	とう,ず,とお
迶	ゆう,う,ゆ
迷	めい,まよ
迸	ほう,ひょう,ほとばし,はし
迹	せき,しゃく,あと
迺	ない,だい,あい,の,すなわ,なんじ
迻	い,うつ
追	つい,お
迾	れつ,れち,れい,さえぎ
退	たい,しりぞ,ひ,の,ど
送	そう,おく
适	かつ,がち,はや
逃	とう,に,のが
逄	ほう,ふさ
逅	こう,あ,まみ
逆	ぎゃく,げき,さか
逈	けい,ぎょう,はるか
逋	ほ,ふ,のが
逌	ゆう,ゆ,ゆる
逍	しょう
逎	しゅう,せま,つよ
透	とう,す
逐	ちく
逑	きゅう,つれあ
逓	てい,かわ,たがいに
途	と,みち
逕	けい,みち,こみち,さしわたし,ただちに
逖	てき,とお
逗	とう,ず,とど
逘	ぎ,げ,し,すす,まつ
這	しゃ,げん,は,むか,この
通	つう,つ,とお,どお,かよ
逛	きょう,こう,はし
逝	せい,ゆ,い
逞	てい,たくま
速	そく,はや,すみ
造	ぞう,つく,づく
逡	しゅん,しりぞ
逢	ほう,あ,むか
連	れん,つら,つ,づ
逧	さこ,せこ
逨	らい,きたる,つ,いた,つか
逩	ほん,かむ,はし
逪	さく,ま,みだ,そむ
逬	ほう,ひょう,へい,はし,ほとばし,しりぞ
逭	かん,のが
逮	たい
逯	りょく,ろく,たい,だい
週	しゅう
進	しん,すす
逳	いく,めぐ,ゆ,ある
逴	たく,ちゃく,とお
逵	き,おおじ
逶	い
逷	けき,ちゃく,てき,とお
逸	いつ,そ,はぐ
逹	たつ,だ,たち
逼	ふく,ひつ,ひょく,ひき,せま,むかばき
逾	ゆ,いよいよ,こ
逿	とう,す
遁	とん,しゅん,のが
遂	すい,と,つい
遃	げん,がん,ゆ,あそ
遄	せん,しばしば
遅	ち,おく,おそ
遇	ぐう,あ
遉	てい,うかが,さすが
遊	ゆう,ゆ,あそ
運	うん,はこ
遌	がく,であ
遍	へん,あまね
過	か,す,あやま,よぎ,よ
遏	あつ,とど,と
遐	か,とお,なんぞ
遑	かん,こう,いとま,ひま
遒	しゅう,せま,つよ
道	どう,とう,みち,いう
達	たつ,だ,たち
違	い,ちが,たが
遖	あっぱれ
遘	こう,あ,まみ
遙	よう,はる
遛	りゅう
遜	そん,したが,へりくだ,ゆず
遝	とう,いりま
遞	てい,かわ,たがいに
遠	えん,おん,とお
遡	そ,さく,さかのぼ
遢	とう
遣	けん,つか,づか,や
遥	よう,はる
遦	かん,ゆ,なれ,けが
遧	しょう,あき
遨	ごう,あそ
適	てき,かな
遬	ちょく,そく,すみ,か,ちぢ,こまかい
遭	そう,あ
遮	しゃ,さえぎ
遯	とん,のが
遰	てい,せい,たい,さる
遲	ち,おく,おそ
遴	りん,なや
遵	じゅん
遶	にょう,じょう,めぐ
遷	せん,うつ,みやこがえ
選	せん,えら,え,よ
遹	いつ,いち,しゅつ,じゅち,かたよ
遺	い,ゆい,のこ
遼	りょう
遽	きょ,あわ,あわただ,すみやか,にわか
避	ひ,さ,よ
邀	よう,むか,もと
邁	まい,ばい,ゆ
邂	かい,あ
邃	すい,おくぶか
還	かん,かえ
邅	けん,てん,なや
邇	じ,に,ちか
邈	ばく,まく,とお
邉	へん,あた,ほと,べ
邊	へん,あた,ほと,べ
邋	りょう,ろう,くじく
邌	れい,らい,ち,じ,ね,おもむろ
邎	ほう,ゆう
邏	ら,めぐ
邐	り,つづ
邑	ゆう,むら
邕	よう,ゆ
邗	かん
邘	う,く
邙	ぼう,もう
邛	きょう,ぐ
邠	ひん
邡	ほう,はか
邢	けい,ぎょう
那	な,だ,なに,なんぞ,いかん
邥	しん
邦	ほう,くに
邨	そん,むら
邪	じゃ,よこし
邯	かん
邰	たい
邱	きゅう,おか
邲	ひつ,びち,ひ
邳	ひ
邴	へい,ひょう
邵	しょう
邶	はい
邸	てい,やしき
邽	けい,け
邾	ちゅ,しゅ
郁	いく
郃	こう,ぎょう,あ
郄	けき,きゃく
郅	しつ,しち,ちつ,ちち,いた
郇	しゅん,かん
郈	こう,く
郊	こう
郌	けい,け
郎	ろう,りょう,おとこ
郒	ろう,りょう,おとこ
郕	せい,じょう
郗	ち,き,け
郘	りょ,ろ
郙	ふ
郛	ふ,くるわ
郜	こう,こく
郝	かく,せき,しゃく
郞	ろう,おとこ
郟	こう,きょう
郡	ぐん,こおり
郢	えい
郤	げき,きゃく,けき
郥	はい
部	ぶ,べ
郫	ひ,はい
郭	かく,くるわ
郯	たん
郰	しょう,しゅう,しゅ,さん
郴	ちん
郵	ゆう
郶	ぶ,べ
郷	きょう,ごう,さと
都	と,つ,みやこ
郾	えん,おん
郿	び,み
鄀	じゃく,にゃく,ちゃく
鄂	がく
鄄	けん,せん,しん,いん
鄅	う
鄆	うん
鄈	き
鄍	べい,めい,みょう
鄐	ちく,きく
鄒	すう,しゅ,しゅう
鄔	お,う,よ
鄕	きょう,ごう,さと,ふるさと,さきに
鄖	うん
鄗	こう,かく
鄘	よう,ゆ
鄙	ひ,ひな,いや
鄚	ばく,まく
鄜	ふ,ろく
鄞	ぎん,ごん
鄠	こ
鄢	えん,おん
鄣	しょう
鄥	きょう
鄧	とう
鄩	しん
鄭	てい,じょう
鄮	ぼう,も
鄯	せん
鄰	りん,とな,となり
鄱	は,ひ,はん
鄲	たん
鄴	ぎょう,ごう
鄶	かい,け
鄷	ほう
鄹	しゅう,しゅ
鄺	こう
鄼	さん,さ,あつ
鄽	てん,みせ,やしき,たな
酃	れい,りょう
酆	ふう,ほう
酇	さん,さ,あつ
酈	り,れき,りゃく
酉	ゆう,とり
酊	てい,よう
酋	しゅう,じゅ,おさ,ふるざけ,さけのつかさ
酌	しゃく,く
配	はい,くば
酎	ちゅう,ちゅ,かも
酏	い,きびさけ,あまさけ,よねさけ
酒	しゅ,さけ,さか
酓	えん,たん,どん,かん,こん,にがい
酔	すい,よ
酖	たん,ちん,ふ
酗	く
酘	とう
酙	しん,く
酚	ふん
酛	さけのもと,もと
酡	た,あか
酢	さく,す
酣	かん,たけなわ
酤	こ,く,ひとよざけ
酥	そ
酧	しゅう,しゅ,とう,むく
酩	めい,よう
酪	らく
酬	しゅう,しゅ,とう,むく
酭	ゆう,ゆ,むく
酲	てい
酳	しん,いん
酴	と,ず,さけのもと
酵	こう
酷	こく,ひど
酸	さん,す
酹	らい,るい,らつ,らち,そそ
酺	ほ,ぶ,うたげ
酻	すい,よいし
醁	りょく,ろく,うまざけ
醂	らん,りん,あわ,さわ
醃	えん,あん,おん
醅	はい,ふう,ふ,どぶろく
醆	さん,せん,さかずき
醇	じゅん,しゅん,もっぱら,こい,あつい
醉	すい,よ
醊	てつ,てち,ちい,まつ
醋	さく,す
醍	だい,たい,てい
醎	かん,だい,から,しおからい,しおけ,せいしゅ
醐	ご,こ
醑	しょ,うまざけ
醒	せい,さ
醓	たん,とん,ひしお
醔	しゅう,じゅ,おさ,ふるざけ,さけのつかさ
醕	しゅん,もっぱら,こい,あつし
醗	はつ,かも
醘	こう,さかだ,さかずき
醜	しゅう,みにく,しこ
醞	うん,かも
醡	さ,しゃ
醢	かい,ひしお,ししびしお,しおから
醤	しょう,ひしお
醦	さん,しん,せん,す,すい
醨	り,うすざけ
醪	ろう,もろみ,にごりざけ
醫	い,くすし
醬	しょう,ひしお
醭	ほく,かび
醮	しょう,まつ
醯	けい,かい
醰	たん,どん
醱	はつ,かも
醲	じょう,にゅ,どう,にょう
醳	えき,やく,せき,しゃく
醴	れい,らい,あまざけ
醵	きょ
醶	げん,らん,さん,かん,す,すい
醸	じょう,かも
醺	くん,よう
醻	しゅう,しゅ,とう,むく
醼	えん,さかもり
醽	れい,りょう
醿	び
釀	じょう,かも
釁	きん,ちぬ,すき,ひま
釂	しょう,のみほ
釃	し,しょ,そ,こ
釅	げん,す,さけ,こい
釆	はん,べん,さい,と,いろどり,のごめ
采	さい,と,いろどり
釈	しゃく,せき,とく,す,ゆる
釉	ゆう,うわぐすり
釋	しゃく,せき,とく,す,ゆる
里	り,さと
重	じゅう,ちょう,え,おも,かさ
野	や,しょ,の
量	りょう,はか
釐	り,おさ,さいわ,りん
金	きん,こん,ごん,かね,かな,がね
釓	ひゅう,ぐ,きゅう,わん,いしゆみ
釔	いつ,いっとりうむ
釖	とう,かたな,そり
釗	しょう,きょう,そう,けず
釘	てい,ちょう,くぎ
釙	はく,あらがね,ぽろにうむ
釚	ひゅう,ぐ,きゅう,わん,いしゆみ
釛	こく,かね
釜	ふ,かま
針	しん,はり
釞	ちゅう,しゅう,するど
釟	はち,はつ
釡	ふ,かま
釣	ちょう,つ
釤	さん,せん,おおがま
釥	しょう,よいかね,よい,みめよ,するど,こま
釦	こう,く,ぼたん
釧	せん,くしろ,うでわ
釩	はん,ほん,はら
釪	う
釬	かん,こて
釭	こう,く,かりも
釮	せい,せん,ざい,するど
釯	ぼう,ほこさき,きっさき
釰	じつ,にち,にぶい
釱	てい,だい,たい,あしかせ
釵	さい,さ,かざし,かんざし
釶	し
釷	と,とりうむ
釹	じょ
釻	ひゅう,ぐ,きゅう,わん,いしゆみ
釼	けん,つるぎ
釽	へき,ひゃく,はく,はながき,さ
釿	きん
鈀	は,へ,いくさぐるま
鈁	ほう,さかつぼ
鈄	とう,ず
鈅	げつ,がち
鈆	えん,なまり
鈇	ふ,おの
鈉	どう,のう,きた
鈊	しん,かね
鈌	えつ,えち,けい,け,けつ,けち
鈍	どん,にぶ,なま,なまく
鈎	こう,く,かぎ
鈐	けん,かん,ごん,しん,すき
鈑	ばん,はん
鈒	そう,しゅう,きゅう,こう,てぼこ
鈓	じん,ぬ
鈔	しょう
鈕	ちゅう,じゅう,ぼたん,つまみ
鈖	ふん
鈘	き,かま
鈜	こう,おう
鈝	いん,きね
鈞	きん,ひと
鈣	かい,かるしうむ
鈤	じつ,げるまにうむ
鈥	か,こう
鈦	た,ちたにうむ
鈨	はばき
鈩	ろ,いろり
鈬	たく
鈮	でい,ない,いとまきのあし
鈯	とつ,どち,にぶい,ほ
鈰	し,けん,せりうむ
鈳	あ,か
鈴	れい,りん,すず
鈵	へい,ひょう,かた
鈶	し,い,たい,たりうむ
鈷	こ
鈸	はつ,ばち,すず
鈹	かわ
鈺	ぎょく,ごく,たから
鈼	さく,かま,せいろう,こしき
鈾	ちゅう,ゆう,うらにうむ
鈿	でん,てん,かんざし
鉀	こう,きょう,よろい,かりうむ
鉂	し,かなわ,さ
鉃	し,そく,やじり,やのね,とい,するど
鉄	てつ,くろがね
鉅	きょ,はがね
鉆	てん,けん,ちつ,かなばさみ
鉇	し,ほこ
鉈	しゃ,なた,ほこ
鉉	けん,つ
鉊	しょう,おおかま
鉋	ほう,びょう,かんな
鉍	ひ,ひつ,ひち,びすます
鉎	そう,しょう,せい,さび
鉏	しょ,そ,すき
鉐	せき,じゃく
鉑	はく,ぷらちな
鉗	けん,かん,つぐ,くびかせ
鉘	ふつ,ぶち,かざ
鉙	たい,こがね
鉚	りゅ,よいかね
鉛	えん,なまり
鉜	ふう,ぶ,ほう,かざり
鉝	りゅう
鉞	えつ,まさかり
鉠	えい,よう
鉡	はん,すき
鉢	はち,はつ
鉤	こう,く,かぎ,はり,ばり
鉥	じゅつ,しゅつ,しゅち,ながいはり
鉦	せい,しょう,かね
鉧	ぼう,けら
鉨	でい,ない,いとまきのあし
鉩	じょう,のう,ただ,こばこ
鉮	しん
鉯	い
鉰	し
鉱	こう,あらがね
鉵	とう,ず,すき
鉶	けい,ぎょう,かなえ
鉷	こう,ぐ
鉸	こう,きょう,はさみ
鉹	し,い,こしき
鉻	らく,かく,きゃく,も
鉼	へい,おおばん
鉽	しょく,しゅく,しき,かなえのつきもの
鉾	ぼう,む,ほこ
鉿	こう,きょう,おちこむおと
銀	ぎん,しろがね
銃	じゅう,つつ
銅	どう,あかがね
銈	けい,てい
銉	いつ,いち,はり
銊	しゅつ,しゅち,のこぎりのおと
銍	ちつ,ちち,しつ,しち,かま
銎	きょう,く
銑	せん
銒	けい,ぎょう,こう,けん,さけいれ,さけつぼ
銓	せん,はか
銕	てつ,くろがね
銖	しゅ
銗	こう,ぐ,くびかせ
銘	めい
銙	か,かい,け
銚	ちょう,よう,なべ
銛	せん,てん,もり,すき
銜	かん,くつわ,くわ
銟	さ,しゃ
銠	ろう,るてにうむ
銤	べい,おすみうむ
銥	い,いりじうむ
銧	こう,らじうむ
銨	あん
銫	しょく,せしうむ
銭	せん,ぜん,ぜに,すき
銯	かすがい
銲	かん,がん,こて
銶	きゅう,ぐ,のみ
銷	しょう,そう,け,と,かわ,とろ
銸	ちょう,しょう,のう,はさみ,かなばさみ,けぬき
銹	しゅ,しゅう,さび
銺	そう
銻	てい,だい
銼	さ,そく,かま
銽	かつ,かち,た,き
銿	しょう,しゅ,よう,ゆ,つりがね
鋀	とう,ず,とりうむ
鋁	りょ,ろ,やすり,あるみにうむ
鋂	ばい,まい,ぼう,みょう,くさり
鋃	ろう
鋅	し,しん,こはい
鋆	いん,かね
鋇	はい,あつがね,ばりうむ
鋈	よく,おく,わく,しろがね,めっき
鋋	せん,えん,てぼこ
鋌	てい,じょう,じがね
鋍	ほつ,ぼち,あきこぼ,べりりうむ
鋎	かん,げん,やいば
鋏	きょう,はさみ,はさ,つるぎ
鋐	こう,おう,うつわ
鋒	ほう,きっさき,とかり,ほこさき
鋓	てん,するど
鋕	し,きざ
鋗	けん,せん,こばち
鋘	か,げ,こ,すき
鋙	ぎょ,ご,くいちが
鋜	さく,あしかせ,かなほだし
鋝	れつ,れち,せつ,せち
鋟	せん,ちん,しん,きざ
鋠	しん,くろがね
鋡	かん,ごん,い
鋣	や
鋤	じょ,しょ,そ,す,すき,くわ
鋥	とう,じょう,みが,と
鋧	けん
鋨	てつ,くろがね
鋩	ぼう,ほこさき,きっさき,へさき
鋪	ほ,ふ,しく,みせ
鋬	はん,ひも
鋭	えい,するど
鋮	せい
鋰	り,りちうむ
鋲	びょう
鋳	ちゅう,い,しゅ,しゅう
鋸	きょ,こ,のこ,のこぎり
鋹	ちょ,ちょう,するど
鋺	えん,かなまり
鋻	けん,つるぎのは
鋼	こう,はがね
鋿	しょう,みが
錀	りん,ふん,うさぎあみ
錂	りょう
錄	ろく,りょ,しるす
錆	しょう,せい,さび,くわ
錈	けん,がん,ま
錍	ひ,へい,はい,おの
錏	あ,え,しろこ,しころ
錐	すい,きり
錑	らい,れ,れい,かんな,きり,のこぎり
錔	とう,つつ
錕	こん,ぜん,ねん,かりも
錘	すい,つむ,おもり
錙	し
錚	そう
錜	じょう,にょう,かんざし
錝	そう,す
錞	しゅん,とん,たい,ずい
錟	たん,せん
錠	じょう
錡	き,のこぎり,かま
錢	せん,ぜに,すき
錣	てつ,てい,しころ
錤	き,すき
錥	いく,なべ
錦	きん,にしき
錧	かん,くさび
錨	びょう,みょう,いかり
錩	しょう,かなぐ
錪	てん,かま
錫	せき,しゃく,すず,たま
錬	れん,ね
錮	こ,ふさ
錯	さく,しゃく
録	ろく,しる,と
錳	もう,まんがん
錴	ろく,ろじうむ
錵	か,にえ
錶	ひょう
錷	あつ,がどりにうむ
錺	かざり
錻	ぶ
鍄	りょう,きょう
鍇	かい,てつ
鍈	えい,よう
鍉	てい,たい,うつわ
鍊	れん,ねる
鍋	か,なべ
鍍	と,めっき
鍐	そう,す
鍑	ふう,ふ,ふく,かま
鍒	じょう,じゅう,にゅ,なまがね
鍔	がく,つば
鍕	くん
鍖	ちん
鍗	てい,だい,かま
鍘	さつ,ぜち
鍚	よう,おもがい
鍛	たん,きた
鍜	か
鍞	こう,きょう,てい
鍠	こう
鍤	そう,しょう,ちょう,すき
鍥	けつ,けち,けい,かま,きざ
鍧	こう
鍩	てん,と
鍪	ぼう,む,も,かま
鍬	しょう,しゅう,くわ,すき
鍭	こう,ぐ,や
鍮	ちゅう,とう
鍯	そう,す,ぼう,む,おおのめ
鍰	かん,げん,えん,めかた
鍱	よう,しょう,いたがね
鍳	かん,かんが,かがみ
鍴	たん,きり
鍵	けん,かぎ
鍶	しょう,しゅ,し,すとろんちうむ
鍺	た,まきがね
鍼	しん,はり,さ
鍽	へん,かね
鍾	しょう,しゅ,あつ,さかずき,かね
鍿	し
鎀	しゅう,しゅ,あらがね
鎁	や
鎂	び,まぐねしうむ
鎈	さ,しゃ
鎊	ほう,けず
鎋	かつ,くさび
鎌	れん,けん,かま
鎍	さく,しゃく,はりがね
鎏	りゅう,る,うつく
鎒	どう,じょく,ぬ,じゅく,くさぎ,くわ
鎔	よう,と,いがた
鎕	とう
鎖	さ,くさり,とざ
鎗	そう,しょう,やり
鎘	れき,りゃく,かく,かなえのつきもの,かどみうむ
鎚	つい,たい,つち
鎛	はく,かねかざり
鎞	へい,はい,ひ,かんざし
鎡	し,かなえ
鎣	えい,よう,けい,ぎょう,みが
鎤	こう,かねのね
鎦	りゅう,る,こしき,かま,ころ
鎧	かい,がい,よろ,よろい
鎨	しゅん,めば
鎩	さい,さつ,せち,めば
鎫	ばん
鎬	こう,しのぎ,なべ
鎭	ちん,しず,おさえ
鎮	ちん,しず,おさえ
鎰	いつ,かぎ
鎴	そく,すとろんちうむ
鎵	か,がりうむ
鎶	か,ころんびうむ
鎹	かすがい
鎺	はばき
鏁	さ,くさり,とざ
鏃	そく,ぞく,やじり
鏄	たん,てつのかたまり
鏅	しゅう,しゅ,きた
鏆	かん,うがつ,うでわ
鏇	せん,ろくろ
鏈	れん,くさり
鏉	しゅう,しゅ,そう,そく,するど,さび
鏊	ぎょう,ごう,やきなべ
鏋	ばん,まん,こがね
鏌	ばく,まく
鏍	ら
鏐	りゅう
鏑	てき,かぶら,かぶらや,やじり
鏓	そう,す,ぼう,む,おおのみ,おおのめ
鏖	おう,みなごろ
鏗	こう,つく
鏘	そう,しょう
鏙	さい,すい,ま
鏜	とう
鏝	まん,こて
鏞	よう,ゆ,つりがね
鏟	さん,せん,いたがね
鏡	きょう,けい,かがみ
鏢	ひょう,こじり
鏤	る,ろう,ちりば
鏥	しゅう,さび
鏦	しょう,しゅ,そう,ほこ
鏧	ろう
鏨	さん,ざん,たがね
鏷	ほく,あらがね
鏸	けい,てい,え,せい,えい,するど
鏹	きょう,こう,ぜに
鏺	はつ,はち,かま
鏻	りん,れい,りょう,つよ
鏽	しゅう,さび
鐁	し,かんな
鐂	りゅう,る,こしき,かま,ころ
鐃	どう,にょう,どら
鐄	こう,おう
鐇	はん
鐈	きょう,たかあしのなべ
鐉	せん,てん
鐍	けつ,てつ,てち,いつ,いち,おびどめ
鐎	しょう,しゅう,しゅ,なべ
鐏	そん,さん,いしづき
鐐	りょう,あしかせ
鐓	たい,いしづき
鐔	たん,しん,つば
鐕	さん
鐖	き,け,げ,がい,さかばり
鐗	かん,けん,ほこ,むち
鐘	しょう,かね
鐙	とう,あぶみ,たかつき,ひともし
鐚	わ,あ,びた,しころ
鐟	てい,ちたにうむ
鐡	てつ,くろがね
鐫	せん,ほ,え,き,のみ
鐮	れん,けん,かま
鐯	しゃく,ちゃく,くわ,おおすき
鐱	せん,けん,すき
鐲	たく,しょく,ぞく,ふりがね
鐳	らい,かめ,らじうむ
鐴	へき,ひゃく,へい,からすきのみみ,みが
鐵	てつ,くろがね
鐶	かん,たまき,わ
鐸	たく
鐺	と,そう,とう,くさり,こじり,こて
鐻	きょ,こ,かねかけ
鐽	たつ
鐿	い,いってるびうむ
鑁	ばん
鑃	ちょう,よう,なべ
鑄	ちゅう,しゅ,しゅう,い
鑅	こう
鑈	げい,ない,し,に,じょう,にょう
鑊	かく,わく,かま
鑌	ひん,はがね
鑑	かん,かんが,かがみ
鑒	かん,かんが,かがみ
鑓	やり
鑕	しつ,しち,かなとこ
鑙	けい,かた
鑚	さん,き
鑛	こう,あらがね
鑜	しょう,け,かれい,べんとう
鑞	ろう
鑟	とく,いんばこ
鑠	しゃく,とろ,と
鑡	さく,おおばん
鑢	ろ,りょ,やすり
鑣	ひょう,くつわ
鑨	ろう,る,うつわ
鑪	ろ,いろり
鑫	きん,こん,くん,きょく
鑭	らん,らんたん
鑮	はく,おおがね
鑯	せん,ちん,しん,きざ
鑰	やく,かぎ
鑱	さん,ぜん,するど
鑲	じょう,にょう,そう,いがた
鑵	かん,かま
鑷	せつ,じょう,にょう,けぬき
鑼	ら,どら
鑽	さん,き
鑾	らん,すず
鑿	さく,のみ,うが
钁	かく,きゃく
钃	しょく,ぞく,ちょく,とく,すき
钄	らん
長	ちょう,なが,おさ
镸	ちょう,なが,おさ
镹	きゅう,く,なが
镾	び,み,わた,とりつくろう
門	もん,かど,と
閂	さん,せん,かんぬき
閃	せん,ひらめ,うかが
閄	こく,わく
閇	へい,と,し,た
閈	かん,さと,ふせ,と
閉	へい,と,し,た
閊	つか
開	かい,ひら,びら,あ
閌	こう
閍	ほう,ひょう,べん,めん
閎	こう,おう
閏	じゅん,うるう
閑	かん
間	かん,けん,あいだ,ま,あい
閔	びん,みん,あわ,うれ
閖	ゆり,ゆ
閘	こう,ひのくち
閙	どう,とう,さわが
閝	れい,りょう,きりまど
閞	へん,はん,ぼん,はしらのますがた
閟	ひ,と
閠	けい,ぎょく,じゅん,うるう
閡	かい,こく,がい,げ,し
関	かん,せき,ぜき,かか,からくり,かんぬき
閣	かく
閤	こう,くぐりど
閥	ばつ
閦	しゅく,おお
閧	こう,とき
閨	けい,け,ねや
閩	べん,みん,ぶん,もん,びん
閫	こん,しきみ
閬	ろう,とう,りょう
閭	りょ,ろ,さと
閲	えつ,けみ
閴	けき,しず,ひっそり
閶	しょう,とう
閹	えん,あん,おお
閺	べん,みん,びん
閻	えん
閼	あ,あつ,えん,よ,とど,ふさ
閽	こん,もんばん
閾	しき,いき,きょく,よく,くぎり,しきい
閿	ぶん,みる
闃	げき,けき,しずか,ひっそり
闆	はん,へん,みる
闇	あん,おん,やみ,くら
闈	い,き
闉	いん,えん
闊	かつ,ひろ
闋	けつ,けち,けい,け,と
闌	らん,た,たけなわ,てすり
闍	と,じゃ
闐	てん,き,さかん
闑	げつ,げち,けい,き,しきみ
闒	とう,ろう,むら
闓	かい,ひら
闔	こう,とびら
闕	けつ,か
闖	ちん,うかが
闘	とう,たたか,あらそ
闙	けい,ひら
闚	き,うかが
關	かん,せき,かか,からくり,かんぬき
闝	ひょう,おぼ
闞	かん,けん,のぞ
闟	きゅう,こう,しゅう,とう,おちつ,と
闠	かい,き
闡	せん,みち
闢	へき,びゃく,ひら
闤	かん,げん,わん,えん,かき
闥	たつ,たち
闦	ごん
阜	ふ,ふう
阝	こざと
阞	ろく
阡	せん
阢	ごつ,ごち,ぎ
阤	ち,し,た,さか,くず
阥	いん,かげ
阦	よう,ひ
阨	やく,あい,あく,せま,ふさが
阪	はん,さか
阬	こう,きょう,あな
阮	げん
阯	し,あと
阱	せい,じょう,あな
防	ぼう,ふせ
阳	よう,ひ
阷	てい,ちょう,の
阸	やく,あい,あく,せま,ふさが
阹	きょ
阺	きょ,こ,てい,おり
阻	そ,はば
阼	そ,さく
阽	えん,てん,くずれか
阿	あ,お,おもね,くま
陀	た,だ,い,ち,じ,けわ
陁	た,い,ち,じ,けわ,ななめ
陂	ひ,は,つつみ
附	ふ,つ
陋	ろう,いや,せま
陌	はく,まち,みち
降	こう,ご,お,ふ,くだ
陏	だ,ずい
限	げん,かぎ
陒	き,やぶれたかき,やぶ,けわ
陔	かい,け
陖	しゅん,かい,そばだ
陗	しょう,まっすぐでたかい,けわ,たか,きび,せま
陘	けい,きょう,たに
陛	へい
陜	きょう,こう,せま
陝	せん
陞	しょう,のぼ
陟	ちょく,とく,すす,のぼ
陡	とう,つ,そばだ
院	いん
陣	じん
除	じょ,じ,のぞ,よ
陥	かん,おちい,おとしい
陦	とう,ちょう,しま
陪	ばい
陬	すう,しゅう,すみ
陮	たい,て,たか,あやう
陰	いん,かげ
陲	すい,ほとり
陳	ちん,ひ
陴	ひ,はい,ひめがき
